session_id,player_id,session_date,game_type,total_bets,total_wins,ggr,duration_minutes
S0033326,P01435,2024-05-06,Sports Betting,999.65,1001.95,-2.3,83
S0033327,P01435,2024-03-02,Poker,605.91,573.68,32.23,43
S0033328,P01435,2024-07-11,Sports Betting,314.66,298.18,16.48,114
S0033329,P01436,2024-05-21,Slots,66.59,61.69,4.9,139
S0033330,P01436,2024-09-03,Poker,46.42,44.72,1.7,59
S0033331,P01436,2024-05-04,Table Games,25.53,24.84,0.69,9
S0033332,P01436,2024-07-25,Poker,103.45,97.96,5.49,106
S0033333,P01436,2024-11-10,Poker,194.37,185.37,9.0,73
S0033334,P01436,2024-11-01,Poker,138.19,135.3,2.89,132
S0033335,P01436,2024-08-09,Sports Betting,110.59,109.23,1.36,112
S0033336,P01436,2024-12-23,Poker,140.59,134.91,5.68,15
S0033337,P01436,2024-07-09,Poker,52.67,50.79,1.88,72
S0033338,P01436,2024-12-05,Slots,61.2,56.61,4.59,39
S0033339,P01436,2024-11-19,Poker,170.01,166.02,3.99,177
S0033340,P01436,2024-05-10,Poker,173.06,169.12,3.94,145
S0033341,P01436,2024-08-22,Poker,132.52,129.72,2.8,81
S0033342,P01436,2024-09-16,Poker,32.79,32.01,0.78,158
S0033343,P01436,2024-10-04,Poker,34.82,33.53,1.29,64
S0033344,P01436,2024-08-27,Table Games,72.7,70.33,2.37,58
S0033345,P01436,2024-11-06,Poker,148.46,142.05,6.41,82
S0033346,P01436,2024-09-10,Poker,71.43,68.43,3.0,11
S0033347,P01436,2024-08-26,Poker,110.46,104.97,5.49,160
S0033348,P01436,2024-06-18,Sports Betting,109.85,109.47,0.38,47
S0033349,P01436,2024-08-10,Poker,178.11,168.18,9.93,27
S0033350,P01436,2024-12-25,Poker,132.97,125.63,7.34,165
S0033351,P01436,2024-07-03,Poker,172.78,163.46,9.32,51
S0033352,P01436,2024-09-06,Sports Betting,131.56,116.83,14.73,30
S0033353,P01436,2024-09-20,Poker,76.4,74.15,2.25,95
S0033354,P01436,2024-12-04,Poker,21.05,20.49,0.56,157
S0033355,P01436,2024-11-09,Sports Betting,189.83,184.12,5.71,114
S0033356,P01436,2024-12-14,Poker,60.5,57.63,2.87,30
S0033357,P01436,2024-11-15,Poker,145.04,136.81,8.23,52
S0033358,P01436,2024-06-26,Sports Betting,126.7,108.91,17.79,150
S0033359,P01437,2024-12-05,Slots,28.35,26.63,1.72,119
S0033360,P01437,2024-11-26,Slots,48.07,45.01,3.06,63
S0033361,P01437,2024-10-24,Poker,33.72,32.55,1.17,153
S0033362,P01437,2024-10-23,Sports Betting,25.24,22.51,2.73,118
S0033363,P01437,2024-11-05,Live Casino,22.83,21.97,0.86,53
S0033364,P01437,2024-12-14,Poker,18.19,17.69,0.5,32
S0033365,P01438,2023-09-16,Poker,33.29,31.3,1.99,42
S0033366,P01438,2023-05-19,Poker,41.84,40.75,1.09,111
S0033367,P01438,2024-12-17,Poker,38.89,37.75,1.14,75
S0033368,P01438,2024-11-01,Poker,44.54,42.2,2.34,180
S0033369,P01439,2023-10-24,Table Games,359.02,346.64,12.38,144
S0033370,P01439,2024-07-09,Table Games,924.22,906.6,17.62,107
S0033371,P01439,2024-12-13,Sports Betting,514.82,477.05,37.77,121
S0033372,P01439,2024-07-04,Poker,843.44,816.16,27.28,56
S0033373,P01439,2024-02-22,Table Games,955.64,945.41,10.23,60
S0033374,P01439,2024-02-19,Table Games,608.03,591.04,16.99,63
S0033375,P01439,2024-10-08,Table Games,188.69,184.76,3.93,89
S0033376,P01439,2024-07-19,Table Games,295.74,287.4,8.34,158
S0033377,P01439,2024-06-13,Table Games,193.06,187.82,5.24,57
S0033378,P01439,2024-02-09,Table Games,837.94,819.8,18.14,76
S0033379,P01439,2024-07-29,Live Casino,803.94,783.01,20.93,38
S0033380,P01439,2024-05-03,Table Games,375.87,370.24,5.63,118
S0033381,P01439,2024-07-20,Table Games,972.38,945.4,26.98,45
S0033382,P01439,2024-05-22,Table Games,436.21,423.68,12.53,35
S0033383,P01439,2024-12-30,Poker,981.52,922.96,58.56,66
S0033384,P01439,2024-03-09,Table Games,974.39,952.33,22.06,156
S0033385,P01439,2024-01-09,Slots,890.0,838.34,51.66,94
S0033386,P01439,2024-09-17,Table Games,268.46,263.01,5.45,63
S0033387,P01439,2024-01-26,Table Games,118.4,113.93,4.47,57
S0033388,P01439,2023-12-02,Table Games,360.57,355.12,5.45,71
S0033389,P01439,2024-08-06,Table Games,460.82,444.29,16.53,23
S0033390,P01439,2024-09-03,Table Games,735.07,724.65,10.42,58
S0033391,P01439,2024-06-07,Table Games,485.27,466.16,19.11,26
S0033392,P01439,2023-12-12,Table Games,959.34,935.35,23.99,153
S0033393,P01439,2024-11-18,Table Games,210.9,206.18,4.72,44
S0033394,P01439,2024-09-18,Table Games,561.71,546.68,15.03,171
S0033395,P01439,2024-04-01,Table Games,239.6,232.19,7.41,7
S0033396,P01439,2024-09-21,Table Games,774.41,748.27,26.14,122
S0033397,P01439,2023-12-08,Table Games,861.49,842.91,18.58,173
S0033398,P01439,2024-11-08,Sports Betting,495.16,447.17,47.99,122
S0033399,P01439,2024-10-01,Table Games,375.2,365.49,9.71,142
S0033400,P01439,2024-02-04,Slots,233.87,216.0,17.87,135
S0033401,P01439,2024-09-17,Table Games,997.37,977.77,19.6,130
S0033402,P01439,2024-01-23,Table Games,95.93,92.69,3.24,167
S0033403,P01439,2024-04-13,Poker,998.28,941.29,56.99,122
S0033404,P01439,2024-09-29,Poker,845.11,817.98,27.13,72
S0033405,P01439,2024-06-07,Table Games,293.96,290.77,3.19,17
S0033406,P01439,2024-09-28,Poker,894.54,871.84,22.7,120
S0033407,P01439,2024-06-28,Live Casino,469.58,450.84,18.74,95
S0033408,P01439,2024-12-07,Table Games,916.87,893.15,23.72,91
S0033409,P01439,2024-05-07,Live Casino,965.89,947.27,18.62,149
S0033410,P01439,2024-10-19,Poker,757.14,737.67,19.47,71
S0033411,P01439,2023-12-07,Live Casino,733.9,724.23,9.67,87
S0033412,P01439,2024-07-09,Table Games,716.18,688.36,27.82,108
S0033413,P01440,2024-04-20,Live Casino,18.65,18.44,0.21,37
S0033414,P01440,2024-10-08,Poker,32.19,31.49,0.7,39
S0033415,P01440,2024-04-30,Table Games,2.12,2.07,0.05,117
S0033416,P01440,2024-08-12,Slots,17.0,15.82,1.18,175
S0033417,P01440,2023-12-23,Poker,38.79,37.95,0.84,82
S0033418,P01440,2024-12-25,Poker,23.05,21.81,1.24,173
S0033419,P01440,2024-07-25,Slots,20.59,19.54,1.05,95
S0033420,P01440,2024-03-27,Table Games,38.06,36.71,1.35,169
S0033421,P01441,2024-12-18,Sports Betting,21.67,19.32,2.35,35
S0033422,P01441,2024-12-27,Sports Betting,4.85,4.83,0.02,146
S0033423,P01441,2024-12-18,Poker,11.12,10.6,0.52,144
S0033424,P01441,2024-12-24,Sports Betting,42.54,36.73,5.81,107
S0033425,P01441,2024-12-20,Sports Betting,26.72,25.5,1.22,90
S0033426,P01441,2024-12-26,Live Casino,3.67,3.55,0.12,29
S0033427,P01441,2024-12-27,Sports Betting,30.46,31.41,-0.95,170
S0033428,P01442,2024-08-07,Live Casino,14.86,14.27,0.59,166
S0033429,P01442,2024-09-06,Slots,7.09,6.53,0.56,27
S0033430,P01442,2024-03-27,Live Casino,22.72,22.29,0.43,93
S0033431,P01442,2024-07-21,Sports Betting,48.73,46.25,2.48,79
S0033432,P01442,2024-08-11,Live Casino,48.8,48.23,0.57,113
S0033433,P01442,2024-05-01,Live Casino,5.28,5.04,0.24,104
S0033434,P01442,2024-10-19,Live Casino,13.32,12.84,0.48,39
S0033435,P01443,2024-11-29,Live Casino,127.99,123.1,4.89,173
S0033436,P01443,2024-12-10,Table Games,152.74,150.25,2.49,167
S0033437,P01443,2024-12-25,Live Casino,108.5,106.14,2.36,86
S0033438,P01443,2024-12-31,Live Casino,147.5,144.79,2.71,52
S0033439,P01443,2024-11-28,Live Casino,14.03,13.53,0.5,24
S0033440,P01443,2024-12-28,Live Casino,162.89,159.41,3.48,18
S0033441,P01443,2024-12-16,Live Casino,185.87,178.71,7.16,77
S0033442,P01443,2024-12-25,Slots,12.39,11.25,1.14,142
S0033443,P01443,2024-12-15,Sports Betting,143.02,148.97,-5.95,33
S0033444,P01443,2024-12-17,Poker,110.44,105.83,4.61,25
S0033445,P01443,2024-12-05,Sports Betting,90.88,91.5,-0.62,136
S0033446,P01443,2024-12-31,Live Casino,133.67,129.42,4.25,51
S0033447,P01443,2024-12-02,Live Casino,24.49,24.11,0.38,23
S0033448,P01444,2024-12-08,Slots,157.11,150.55,6.56,116
S0033449,P01444,2024-10-01,Live Casino,911.68,889.68,22.0,180
S0033450,P01444,2024-10-16,Sports Betting,683.76,710.69,-26.93,82
S0033451,P01444,2024-11-27,Live Casino,55.33,53.03,2.3,163
S0033452,P01444,2024-12-19,Slots,364.68,353.63,11.05,5
S0033453,P01444,2024-10-28,Slots,156.59,151.66,4.93,119
S0033454,P01444,2024-10-12,Slots,424.42,398.8,25.62,128
S0033455,P01444,2024-11-08,Slots,274.88,248.13,26.75,16
S0033456,P01444,2024-10-08,Slots,693.02,646.1,46.92,160
S0033457,P01444,2024-11-22,Slots,290.05,267.3,22.75,55
S0033458,P01444,2024-09-29,Slots,911.7,871.89,39.81,78
S0033459,P01444,2024-10-25,Slots,164.87,155.87,9.0,102
S0033460,P01444,2024-11-19,Slots,409.73,388.0,21.73,144
S0033461,P01444,2024-12-15,Slots,924.92,868.77,56.15,104
S0033462,P01444,2024-11-16,Table Games,614.07,596.79,17.28,82
S0033463,P01444,2024-09-27,Slots,779.1,720.79,58.31,164
S0033464,P01444,2024-12-26,Live Casino,145.69,138.78,6.91,53
S0033465,P01444,2024-11-01,Slots,426.58,395.96,30.62,56
S0033466,P01444,2024-11-21,Slots,466.31,432.15,34.16,75
S0033467,P01444,2024-12-08,Table Games,483.23,477.6,5.63,52
S0033468,P01444,2024-11-28,Poker,737.42,711.76,25.66,66
S0033469,P01444,2024-10-03,Slots,290.69,274.1,16.59,172
S0033470,P01444,2024-11-12,Slots,329.96,308.44,21.52,117
S0033471,P01444,2024-12-04,Slots,545.59,501.27,44.32,20
S0033472,P01444,2024-10-19,Slots,488.03,465.08,22.95,169
S0033473,P01444,2024-12-29,Slots,615.38,590.63,24.75,23
S0033474,P01444,2024-10-13,Poker,296.26,282.65,13.61,59
S0033475,P01444,2024-11-11,Slots,457.11,439.48,17.63,132
S0033476,P01444,2024-11-08,Slots,410.58,377.12,33.46,28
S0033477,P01444,2024-10-24,Slots,483.45,449.74,33.71,6
S0033478,P01444,2024-12-02,Slots,666.39,607.9,58.49,35
S0033479,P01444,2024-12-08,Slots,58.12,52.71,5.41,50
S0033480,P01444,2024-12-21,Slots,371.71,350.61,21.1,85
S0033481,P01444,2024-11-22,Sports Betting,358.59,367.59,-9.0,11
S0033482,P01444,2024-12-05,Live Casino,165.59,157.46,8.13,133
S0033483,P01444,2024-09-23,Slots,787.25,717.38,69.87,143
S0033484,P01444,2024-11-25,Slots,157.04,142.7,14.34,147
S0033485,P01444,2024-11-30,Slots,271.42,253.97,17.45,158
S0033486,P01444,2024-11-24,Slots,454.76,429.78,24.98,89
S0033487,P01445,2024-09-23,Table Games,145.97,142.87,3.1,5
S0033488,P01445,2024-01-16,Table Games,68.37,66.45,1.92,50
S0033489,P01445,2023-08-08,Sports Betting,181.63,160.18,21.45,85
S0033490,P01445,2024-01-01,Table Games,31.91,31.34,0.57,158
S0033491,P01445,2023-07-10,Table Games,85.91,83.18,2.73,104
S0033492,P01445,2024-06-22,Live Casino,40.05,39.07,0.98,127
S0033493,P01445,2024-03-03,Table Games,72.68,70.75,1.93,15
S0033494,P01445,2023-09-11,Table Games,168.51,165.45,3.06,107
S0033495,P01445,2024-03-25,Table Games,68.0,65.29,2.71,136
S0033496,P01445,2023-07-17,Live Casino,21.91,21.48,0.43,14
S0033497,P01446,2024-06-17,Table Games,37.04,36.16,0.88,152
S0033498,P01446,2024-10-19,Table Games,27.15,26.71,0.44,136
S0033499,P01446,2024-09-19,Sports Betting,20.55,19.5,1.05,45
S0033500,P01446,2023-08-23,Table Games,36.85,36.06,0.79,149
S0033501,P01446,2024-02-15,Table Games,3.2,3.16,0.04,130
S0033502,P01446,2024-05-23,Table Games,46.62,44.8,1.82,166
S0033503,P01446,2024-01-10,Table Games,33.39,32.73,0.66,129
S0033504,P01446,2024-09-14,Slots,30.97,29.38,1.59,27
S0033505,P01446,2023-11-02,Table Games,4.6,4.54,0.06,47
S0033506,P01446,2024-07-19,Table Games,40.2,39.72,0.48,96
S0033507,P01447,2023-11-19,Slots,11.55,10.91,0.64,132
S0033508,P01447,2024-12-28,Slots,36.04,33.81,2.23,80
S0033509,P01447,2024-06-22,Slots,7.17,6.72,0.45,33
S0033510,P01447,2024-06-09,Slots,24.33,21.91,2.42,113
S0033511,P01447,2024-05-14,Slots,31.12,29.1,2.02,35
S0033512,P01447,2024-07-06,Slots,15.43,14.69,0.74,31
S0033513,P01448,2024-12-16,Poker,22.78,21.52,1.26,8
S0033514,P01448,2024-12-19,Poker,158.7,154.73,3.97,102
S0033515,P01448,2024-12-17,Poker,99.75,97.03,2.72,108
S0033516,P01448,2024-12-26,Slots,156.99,142.95,14.04,124
S0033517,P01448,2024-12-20,Poker,133.36,127.43,5.93,124
S0033518,P01448,2024-12-29,Poker,28.92,27.21,1.71,95
S0033519,P01448,2024-12-24,Poker,81.57,78.61,2.96,121
S0033520,P01448,2024-12-16,Slots,55.3,51.89,3.41,71
S0033521,P01448,2024-12-18,Slots,136.05,123.46,12.59,16
S0033522,P01448,2024-12-26,Live Casino,24.33,23.81,0.52,139
S0033523,P01448,2024-12-19,Table Games,83.23,80.99,2.24,91
S0033524,P01448,2024-12-27,Live Casino,141.12,135.88,5.24,165
S0033525,P01448,2024-12-23,Poker,51.16,48.95,2.21,158
S0033526,P01448,2024-12-16,Poker,59.39,57.72,1.67,114
S0033527,P01448,2024-12-28,Poker,54.6,53.3,1.3,172
S0033528,P01448,2024-12-16,Poker,166.76,157.34,9.42,5
S0033529,P01448,2024-12-29,Poker,183.66,174.84,8.82,45
S0033530,P01449,2024-11-20,Live Casino,28.08,27.27,0.81,138
S0033531,P01449,2024-11-03,Live Casino,24.28,23.38,0.9,168
S0033532,P01449,2024-09-28,Live Casino,45.35,43.31,2.04,115
S0033533,P01449,2024-10-13,Live Casino,18.78,18.14,0.64,107
S0033534,P01449,2024-11-10,Sports Betting,17.41,14.95,2.46,126
S0033535,P01449,2024-10-20,Poker,22.62,21.96,0.66,23
S0033536,P01449,2024-12-01,Live Casino,46.28,44.21,2.07,83
S0033537,P01449,2024-11-09,Table Games,19.31,18.8,0.51,15
S0033538,P01449,2024-10-24,Live Casino,18.85,18.54,0.31,99
S0033539,P01449,2024-09-29,Table Games,2.22,2.2,0.02,61
S0033540,P01450,2024-10-18,Sports Betting,43.16,41.23,1.93,179
S0033541,P01450,2024-03-16,Sports Betting,22.12,19.86,2.26,78
S0033542,P01450,2024-02-13,Slots,47.65,46.18,1.47,80
S0033543,P01450,2024-02-25,Sports Betting,18.74,17.17,1.57,163
S0033544,P01450,2024-12-27,Table Games,18.15,17.67,0.48,62
S0033545,P01450,2023-12-26,Sports Betting,26.45,27.55,-1.1,66
S0033546,P01451,2024-01-27,Live Casino,8.39,8.17,0.22,127
S0033547,P01451,2024-02-04,Live Casino,27.31,26.17,1.14,78
S0033548,P01451,2024-07-17,Live Casino,32.24,30.92,1.32,32
S0033549,P01451,2024-03-19,Live Casino,24.35,23.26,1.09,47
S0033550,P01451,2024-07-09,Table Games,9.96,9.8,0.16,54
S0033551,P01451,2024-10-28,Poker,43.37,41.83,1.54,52
S0033552,P01451,2023-12-22,Live Casino,16.74,16.23,0.51,67
S0033553,P01451,2024-04-23,Live Casino,20.9,20.33,0.57,57
S0033554,P01452,2024-12-04,Live Casino,5.1,4.92,0.18,14
S0033555,P01452,2024-02-23,Live Casino,37.97,37.0,0.97,139
S0033556,P01452,2024-09-18,Live Casino,4.04,3.86,0.18,86
S0033557,P01452,2024-12-15,Live Casino,13.61,13.33,0.28,11
S0033558,P01452,2024-09-27,Live Casino,40.25,39.39,0.86,122
S0033559,P01453,2024-02-20,Sports Betting,15.79,14.94,0.85,85
S0033560,P01453,2023-09-22,Sports Betting,33.19,34.02,-0.83,41
S0033561,P01453,2024-07-31,Sports Betting,19.49,16.85,2.64,55
S0033562,P01453,2023-12-02,Sports Betting,20.56,18.5,2.06,176
S0033563,P01453,2024-11-05,Sports Betting,18.13,17.82,0.31,34
S0033564,P01453,2024-01-26,Live Casino,33.86,33.43,0.43,39
S0033565,P01453,2023-08-08,Sports Betting,35.85,35.9,-0.05,40
S0033566,P01453,2023-12-14,Slots,30.25,28.23,2.02,32
S0033567,P01453,2024-05-28,Sports Betting,36.56,32.96,3.6,90
S0033568,P01454,2024-09-11,Poker,141.99,134.19,7.8,125
S0033569,P01454,2024-12-26,Table Games,605.03,581.55,23.48,54
S0033570,P01454,2024-11-15,Poker,774.92,743.78,31.14,59
S0033571,P01454,2024-07-05,Poker,379.13,361.17,17.96,69
S0033572,P01454,2024-11-10,Poker,575.58,558.24,17.34,160
S0033573,P01454,2024-06-18,Sports Betting,544.69,469.44,75.25,9
S0033574,P01454,2024-05-01,Slots,805.15,778.97,26.18,65
S0033575,P01454,2024-05-05,Poker,878.37,846.35,32.02,38
S0033576,P01454,2024-08-26,Poker,967.97,943.97,24.0,126
S0033577,P01454,2024-06-07,Poker,200.69,191.74,8.95,24
S0033578,P01454,2024-06-16,Poker,648.78,624.34,24.44,86
S0033579,P01454,2024-05-05,Poker,676.32,651.4,24.92,175
S0033580,P01454,2024-06-02,Poker,761.73,745.03,16.7,178
S0033581,P01454,2024-10-12,Poker,484.86,470.96,13.9,146
S0033582,P01454,2024-07-10,Poker,542.81,514.96,27.85,61
S0033583,P01454,2024-04-04,Poker,252.05,245.46,6.59,137
S0033584,P01454,2024-09-22,Poker,70.15,68.73,1.42,52
S0033585,P01454,2024-06-26,Poker,477.56,465.53,12.03,5
S0033586,P01454,2024-06-24,Poker,627.97,605.48,22.49,42
S0033587,P01454,2024-08-24,Poker,353.33,344.87,8.46,166
S0033588,P01454,2024-08-02,Poker,863.74,837.63,26.11,49
S0033589,P01454,2024-11-28,Poker,950.36,913.16,37.2,135
S0033590,P01454,2024-04-07,Poker,878.54,833.03,45.51,43
S0033591,P01454,2024-11-15,Poker,957.63,924.14,33.49,126
S0033592,P01454,2024-09-17,Poker,504.83,491.99,12.84,83
S0033593,P01454,2024-12-31,Poker,379.83,371.71,8.12,15
S0033594,P01454,2024-04-29,Poker,463.44,452.82,10.62,16
S0033595,P01454,2024-05-16,Poker,252.96,242.72,10.24,153
S0033596,P01454,2024-08-12,Table Games,933.0,915.46,17.54,122
S0033597,P01454,2024-11-18,Poker,214.07,205.2,8.87,118
S0033598,P01454,2024-05-29,Poker,956.54,929.18,27.36,25
S0033599,P01454,2024-11-17,Poker,728.85,685.15,43.7,133
S0033600,P01454,2024-08-01,Poker,740.14,704.95,35.19,66
S0033601,P01454,2024-12-10,Poker,994.24,947.57,46.67,151
S0033602,P01454,2024-09-08,Poker,68.97,65.2,3.77,110
S0033603,P01454,2024-04-05,Poker,806.97,767.63,39.34,22
S0033604,P01454,2024-11-28,Live Casino,950.07,935.84,14.23,60
S0033605,P01454,2024-10-18,Poker,794.21,774.11,20.1,62
S0033606,P01454,2024-10-11,Poker,980.84,935.01,45.83,156
S0033607,P01454,2024-10-11,Table Games,642.34,635.24,7.1,174
S0033608,P01454,2024-04-28,Poker,241.58,233.16,8.42,159
S0033609,P01454,2024-12-13,Table Games,514.15,507.0,7.15,8
S0033610,P01454,2024-06-12,Poker,118.25,111.22,7.03,36
S0033611,P01454,2024-05-06,Poker,499.74,481.7,18.04,15
S0033612,P01454,2024-09-12,Poker,901.83,869.55,32.28,126
S0033613,P01454,2024-03-31,Table Games,142.46,138.64,3.82,133
S0033614,P01455,2024-03-16,Live Casino,45.92,44.56,1.36,51
S0033615,P01455,2024-07-13,Slots,39.65,37.07,2.58,24
S0033616,P01455,2024-12-08,Slots,32.73,30.54,2.19,42
S0033617,P01455,2024-08-29,Slots,8.67,8.04,0.63,163
S0033618,P01455,2023-12-04,Slots,2.02,1.85,0.17,18
S0033619,P01455,2023-12-07,Sports Betting,18.88,17.26,1.62,70
S0033620,P01455,2024-10-22,Slots,10.66,9.81,0.85,164
S0033621,P01455,2024-09-30,Live Casino,35.85,35.0,0.85,83
S0033622,P01455,2024-01-02,Poker,29.75,28.77,0.98,74
S0033623,P01455,2023-12-18,Slots,9.46,8.98,0.48,84
S0033624,P01456,2024-10-12,Poker,5.81,5.66,0.15,69
S0033625,P01456,2024-11-26,Live Casino,47.74,46.11,1.63,67
S0033626,P01456,2024-12-09,Live Casino,34.81,34.45,0.36,154
S0033627,P01456,2024-10-25,Live Casino,49.71,47.85,1.86,57
S0033628,P01456,2024-10-29,Live Casino,13.53,13.01,0.52,89
S0033629,P01456,2024-12-13,Live Casino,6.19,5.98,0.21,108
S0033630,P01456,2024-12-03,Live Casino,41.19,40.22,0.97,69
S0033631,P01456,2024-11-21,Live Casino,44.2,42.33,1.87,31
S0033632,P01456,2024-11-26,Live Casino,33.67,32.24,1.43,129
S0033633,P01456,2024-12-08,Live Casino,10.78,10.6,0.18,153
S0033634,P01457,2024-11-28,Live Casino,14.3,14.08,0.22,65
S0033635,P01457,2023-12-26,Poker,102.28,98.12,4.16,128
S0033636,P01457,2024-03-31,Live Casino,197.5,191.35,6.15,152
S0033637,P01457,2024-11-22,Table Games,110.7,107.69,3.01,46
S0033638,P01457,2024-01-11,Live Casino,160.03,156.64,3.39,87
S0033639,P01457,2023-07-12,Poker,192.08,183.8,8.28,132
S0033640,P01457,2023-10-22,Live Casino,127.65,123.88,3.77,61
S0033641,P01457,2023-08-18,Poker,20.82,19.64,1.18,179
S0033642,P01457,2024-09-21,Live Casino,78.27,77.34,0.93,30
S0033643,P01457,2023-09-21,Table Games,22.3,21.93,0.37,70
S0033644,P01457,2023-10-15,Live Casino,140.47,138.44,2.03,71
S0033645,P01457,2024-02-16,Live Casino,44.33,43.83,0.5,42
S0033646,P01457,2023-12-18,Live Casino,78.47,76.93,1.54,37
S0033647,P01457,2024-10-11,Slots,195.69,184.2,11.49,98
S0033648,P01457,2023-07-02,Live Casino,179.85,176.72,3.13,169
S0033649,P01457,2023-09-14,Live Casino,116.89,114.11,2.78,71
S0033650,P01457,2024-10-31,Table Games,97.83,95.0,2.83,49
S0033651,P01457,2023-08-31,Live Casino,28.81,27.7,1.11,139
S0033652,P01457,2023-09-12,Table Games,53.17,51.73,1.44,116
S0033653,P01457,2023-07-26,Live Casino,71.41,67.93,3.48,26
S0033654,P01457,2023-08-26,Live Casino,133.24,129.89,3.35,95
S0033655,P01458,2024-08-31,Sports Betting,32.26,27.9,4.36,84
S0033656,P01458,2024-02-03,Table Games,13.21,13.02,0.19,166
S0033657,P01458,2024-02-10,Table Games,4.12,4.01,0.11,14
S0033658,P01458,2023-11-01,Table Games,30.15,29.65,0.5,27
S0033659,P01458,2024-05-12,Table Games,47.66,46.37,1.29,31
S0033660,P01458,2023-08-09,Table Games,38.41,36.88,1.53,11
S0033661,P01458,2023-10-14,Table Games,15.35,14.74,0.61,143
S0033662,P01458,2023-08-03,Sports Betting,7.85,8.07,-0.22,72
S0033663,P01458,2024-03-01,Table Games,33.98,33.02,0.96,124
S0033664,P01459,2023-09-22,Sports Betting,43.54,42.21,1.33,149
S0033665,P01459,2024-10-05,Sports Betting,12.05,10.85,1.2,113
S0033666,P01459,2023-05-05,Sports Betting,8.95,7.69,1.26,12
S0033667,P01459,2024-01-30,Table Games,4.62,4.45,0.17,111
S0033668,P01459,2024-09-20,Sports Betting,30.03,28.94,1.09,17
S0033669,P01459,2024-12-12,Slots,6.81,6.17,0.64,79
S0033670,P01460,2024-08-11,Live Casino,29.16,27.83,1.33,97
S0033671,P01460,2024-07-10,Live Casino,7.1,6.77,0.33,70
S0033672,P01461,2023-09-24,Poker,163.27,154.95,8.32,159
S0033673,P01461,2024-03-31,Poker,168.18,162.59,5.59,71
S0033674,P01461,2024-12-08,Table Games,133.39,129.53,3.86,49
S0033675,P01461,2023-09-17,Poker,119.06,113.24,5.82,74
S0033676,P01461,2024-10-26,Poker,116.81,113.39,3.42,7
S0033677,P01462,2024-10-26,Poker,396.04,374.33,21.71,118
S0033678,P01462,2024-11-12,Poker,284.31,268.55,15.76,161
S0033679,P01462,2024-12-21,Poker,321.26,313.72,7.54,109
S0033680,P01462,2024-12-10,Slots,233.29,211.93,21.36,61
S0033681,P01462,2024-11-17,Poker,945.4,896.49,48.91,22
S0033682,P01462,2024-09-14,Slots,326.54,303.24,23.3,108
S0033683,P01462,2024-11-15,Poker,278.22,262.67,15.55,121
S0033684,P01462,2024-12-18,Poker,751.31,720.84,30.47,178
S0033685,P01462,2024-11-14,Poker,824.51,791.91,32.6,104
S0033686,P01462,2024-12-21,Poker,189.8,182.42,7.38,100
S0033687,P01462,2024-10-06,Sports Betting,464.9,439.84,25.06,132
S0033688,P01462,2024-09-26,Poker,356.44,346.44,10.0,19
S0033689,P01462,2024-12-31,Poker,776.43,755.67,20.76,52
S0033690,P01462,2024-10-24,Poker,588.36,561.57,26.79,94
S0033691,P01462,2024-09-13,Table Games,726.61,709.41,17.2,40
S0033692,P01462,2024-09-23,Poker,125.76,119.68,6.08,59
S0033693,P01462,2024-12-21,Poker,402.35,390.58,11.77,147
S0033694,P01462,2024-12-30,Poker,787.85,769.97,17.88,170
S0033695,P01462,2024-12-10,Live Casino,277.34,267.58,9.76,12
S0033696,P01462,2024-11-24,Poker,304.27,298.15,6.12,172
S0033697,P01462,2024-11-04,Poker,192.25,183.72,8.53,124
S0033698,P01462,2024-12-26,Poker,988.3,939.54,48.76,149
S0033699,P01462,2024-12-01,Poker,307.88,296.03,11.85,108
S0033700,P01462,2024-09-18,Poker,503.77,473.77,30.0,130
S0033701,P01462,2024-09-22,Poker,156.34,149.32,7.02,16
S0033702,P01462,2024-11-11,Slots,508.03,459.96,48.07,112
S0033703,P01462,2024-11-24,Poker,727.53,690.76,36.77,46
S0033704,P01462,2024-09-24,Slots,915.02,871.47,43.55,144
S0033705,P01462,2024-09-02,Poker,85.11,81.58,3.53,30
S0033706,P01462,2024-10-06,Table Games,376.48,367.47,9.01,34
S0033707,P01462,2024-11-19,Poker,814.39,797.07,17.32,151
S0033708,P01462,2024-09-20,Poker,560.12,546.29,13.83,55
S0033709,P01462,2024-12-01,Table Games,238.24,233.58,4.66,88
S0033710,P01462,2024-10-04,Slots,138.47,131.47,7.0,79
S0033711,P01462,2024-10-19,Poker,135.18,129.44,5.74,71
S0033712,P01462,2024-09-21,Poker,706.54,668.86,37.68,100
S0033713,P01462,2024-09-13,Table Games,267.72,257.18,10.54,118
S0033714,P01462,2024-12-24,Slots,964.98,934.61,30.37,23
S0033715,P01463,2024-06-17,Live Casino,153.28,150.28,3.0,119
S0033716,P01463,2023-10-29,Table Games,90.46,87.92,2.54,83
S0033717,P01463,2024-05-21,Live Casino,92.97,90.18,2.79,76
S0033718,P01463,2024-07-09,Live Casino,83.43,80.88,2.55,26
S0033719,P01463,2024-06-25,Table Games,167.06,165.29,1.77,60
S0033720,P01463,2024-09-14,Table Games,195.05,192.17,2.88,41
S0033721,P01463,2023-12-30,Table Games,195.71,188.85,6.86,165
S0033722,P01463,2024-08-20,Table Games,84.05,82.74,1.31,77
S0033723,P01463,2024-09-05,Table Games,191.09,185.85,5.24,145
S0033724,P01463,2024-01-05,Table Games,99.7,97.78,1.92,153
