bonus_id,player_id,bonus_type,bonus_date,bonus_amount,wagering_requirement,wagering_met,bonus_cost
B004986,P01483,Cashback,2024-08-14,219.84,35,No,0
B004987,P01483,VIP Reload,2024-04-22,132.27,15,Yes,93.75
B004988,P01483,Deposit Match,2023-11-24,161.67,30,No,0
B004989,P01483,Deposit Match,2024-10-24,285.68,35,No,0
B004990,P01484,Welcome Bonus,2023-12-16,13.35,30,Yes,31.0
B004991,P01484,Free Spins,2024-03-09,17.11,25,No,0
B004992,P01484,Cashback,2024-06-28,428.59,15,No,0
B004993,P01484,Deposit Match,2024-08-15,268.59,15,Yes,130.19
B004994,P01484,Welcome Bonus,2024-12-08,448.13,30,Yes,171.84
B004995,P01485,Welcome Bonus,2023-07-22,43.99,20,No,57.85
B004996,P01485,VIP Reload,2024-06-14,200.32,20,Yes,111.37
B004997,P01485,Welcome Bonus,2024-02-17,306.78,20,No,0
B004998,P01486,Welcome Bonus,2024-12-29,94.36,25,No,38.87
B004999,P01486,Free Spins,2024-12-29,43.17,30,No,0
B005000,P01486,Free Spins,2024-12-31,19.12,30,No,0
B005001,P01486,VIP Reload,2024-12-29,82.21,25,No,0
B005002,P01487,Welcome Bonus,2023-06-20,46.97,25,Yes,48.14
B005003,P01488,Welcome Bonus,2024-02-16,67.06,35,Yes,24.85
B005004,P01488,Free Spins,2024-10-28,275.17,20,No,0
B005005,P01489,Welcome Bonus,2024-08-28,96.42,25,No,34.3
B005006,P01489,VIP Reload,2024-09-08,447.73,30,No,0
B005007,P01489,Welcome Bonus,2024-10-08,217.03,20,Yes,153.45
B005008,P01489,Free Spins,2024-08-31,275.18,35,Yes,91.06
B005009,P01489,Cashback,2024-09-07,264.39,35,No,0
B005010,P01489,Welcome Bonus,2024-10-17,392.6,15,Yes,295.54
B005011,P01489,No Deposit,2024-11-29,467.67,40,Yes,283.85
B005012,P01489,No Deposit,2024-11-01,368.83,35,No,0
B005013,P01489,Welcome Bonus,2024-10-28,256.35,20,No,0
B005014,P01489,VIP Reload,2024-10-21,391.54,35,Yes,213.53
B005015,P01490,Welcome Bonus,2024-10-07,40.36,20,No,48.07
B005016,P01490,Deposit Match,2024-12-19,114.79,30,No,0
B005017,P01490,Welcome Bonus,2024-10-12,192.12,25,No,0
B005018,P01490,No Deposit,2024-12-02,489.45,35,Yes,273.44
B005019,P01490,VIP Reload,2024-12-19,226.99,20,Yes,164.63
B005020,P01490,Cashback,2024-12-29,402.64,40,No,0
B005021,P01491,Welcome Bonus,2024-08-26,57.63,30,No,24.75
B005022,P01491,No Deposit,2024-11-12,237.28,15,Yes,74.93
B005023,P01491,Deposit Match,2024-10-16,68.01,35,No,0
B005024,P01491,Welcome Bonus,2024-10-13,68.08,40,Yes,49.85
B005025,P01491,VIP Reload,2024-09-17,412.36,40,Yes,284.79
B005026,P01492,Welcome Bonus,2024-10-26,54.6,20,Yes,35.84
B005027,P01493,Welcome Bonus,2023-11-01,11.45,35,No,57.95
B005028,P01493,Cashback,2024-09-03,107.34,20,Yes,68.72
B005029,P01494,Welcome Bonus,2023-07-02,63.1,35,Yes,12.53
B005030,P01494,Cashback,2023-11-14,108.29,15,No,0
B005031,P01495,Welcome Bonus,2023-04-12,57.74,25,No,12.62
B005032,P01495,Deposit Match,2023-10-17,203.45,40,No,0
B005033,P01495,Welcome Bonus,2024-08-26,422.24,30,No,0
B005034,P01495,VIP Reload,2023-04-20,233.74,35,No,0
B005035,P01495,Deposit Match,2024-04-28,324.17,15,No,0
B005036,P01496,Welcome Bonus,2023-06-23,65.68,30,Yes,26.33
B005037,P01496,Deposit Match,2024-01-27,358.8,15,No,0
B005038,P01497,Welcome Bonus,2023-05-25,59.62,20,No,38.99
B005039,P01497,VIP Reload,2023-12-02,305.75,20,No,0
B005040,P01497,Deposit Match,2023-12-22,162.29,20,Yes,121.01
B005041,P01498,Welcome Bonus,2024-07-06,69.66,35,No,9.41
B005042,P01499,Welcome Bonus,2024-08-07,29.33,20,No,54.02
B005043,P01499,Deposit Match,2024-10-11,12.67,20,Yes,4.0
B005044,P01500,Welcome Bonus,2024-12-24,62.31,20,Yes,15.24
B005045,P01501,Welcome Bonus,2023-05-21,89.32,30,No,34.66
B005046,P01502,Welcome Bonus,2023-03-18,20.24,35,No,35.24
B005047,P01503,Welcome Bonus,2023-03-17,26.08,35,No,9.94
B005048,P01503,Welcome Bonus,2024-03-03,178.78,40,Yes,56.4
B005049,P01503,Deposit Match,2024-09-28,51.59,35,No,0
B005050,P01503,No Deposit,2024-11-15,400.92,35,Yes,157.04
B005051,P01504,Welcome Bonus,2023-11-22,39.58,30,Yes,8.46
B005052,P01504,Cashback,2024-09-13,349.94,20,No,0
B005053,P01504,Welcome Bonus,2024-06-06,184.5,20,Yes,86.43
B005054,P01504,Deposit Match,2024-09-08,260.27,30,No,0
B005055,P01505,Welcome Bonus,2023-08-14,46.13,35,No,49.94
B005056,P01505,Welcome Bonus,2024-02-11,105.98,40,No,0
B005057,P01506,Welcome Bonus,2023-10-17,11.52,25,No,38.13
B005058,P01506,No Deposit,2024-01-02,470.54,40,No,0
B005059,P01506,Free Spins,2024-09-03,78.27,20,No,0
B005060,P01506,Cashback,2023-12-27,459.04,40,Yes,194.5
B005061,P01506,Welcome Bonus,2024-05-25,279.98,15,No,0
B005062,P01507,Welcome Bonus,2024-07-25,23.22,25,No,7.26
B005063,P01508,Welcome Bonus,2023-08-29,76.49,25,No,53.82
B005064,P01508,Free Spins,2024-11-25,480.2,30,No,0
B005065,P01508,VIP Reload,2024-01-16,322.23,15,Yes,187.56
B005066,P01508,No Deposit,2023-09-05,472.74,30,No,0
B005067,P01508,No Deposit,2024-07-04,476.73,30,No,0
B005068,P01509,Welcome Bonus,2024-11-15,59.53,20,No,52.56
B005069,P01509,No Deposit,2024-12-21,341.27,30,Yes,105.75
B005070,P01509,VIP Reload,2024-11-25,367.13,25,Yes,174.02
B005071,P01509,Free Spins,2024-11-24,210.09,15,No,0
B005072,P01510,Welcome Bonus,2023-08-13,24.21,35,No,25.5
B005073,P01511,Welcome Bonus,2023-04-29,65.62,30,No,19.83
B005074,P01511,Cashback,2024-11-10,313.67,20,No,0
B005075,P01511,VIP Reload,2023-07-17,332.84,35,Yes,190.32
B005076,P01511,Welcome Bonus,2023-06-12,151.03,30,No,0
B005077,P01512,Welcome Bonus,2024-05-10,69.25,35,Yes,25.61
B005078,P01512,No Deposit,2024-08-07,432.87,20,Yes,188.87
B005079,P01512,Cashback,2024-06-06,362.47,35,Yes,244.77
B005080,P01513,Welcome Bonus,2023-08-09,49.2,25,No,7.79
B005081,P01514,Welcome Bonus,2024-02-05,92.61,30,No,36.72
B005082,P01514,Cashback,2024-10-12,33.83,35,No,0
B005083,P01515,Welcome Bonus,2023-12-14,95.49,25,Yes,18.87
B005084,P01515,Deposit Match,2024-01-17,115.99,40,Yes,80.42
B005085,P01515,No Deposit,2024-10-28,17.92,40,Yes,12.62
B005086,P01515,No Deposit,2024-07-25,320.96,35,Yes,173.88
B005087,P01516,Welcome Bonus,2024-07-02,59.97,35,No,36.44
B005088,P01516,Free Spins,2024-12-30,130.85,30,Yes,55.98
B005089,P01516,No Deposit,2024-11-13,112.71,40,No,0
B005090,P01516,Welcome Bonus,2024-08-09,27.49,30,Yes,10.43
B005091,P01516,Free Spins,2024-10-30,422.14,25,No,0
B005092,P01516,No Deposit,2024-08-20,143.3,40,Yes,54.83
B005093,P01516,VIP Reload,2024-12-13,473.77,15,No,0
B005094,P01516,Deposit Match,2024-08-23,228.19,15,Yes,115.35
B005095,P01517,Welcome Bonus,2023-01-22,45.63,20,No,51.71
B005096,P01517,VIP Reload,2023-02-07,128.25,30,Yes,60.52
B005097,P01518,Welcome Bonus,2024-01-06,34.32,30,Yes,27.7
B005098,P01518,Free Spins,2024-08-28,387.53,40,Yes,134.14
B005099,P01518,Free Spins,2024-08-08,34.54,35,No,0
B005100,P01519,Welcome Bonus,2024-01-18,43.51,30,No,17.8
B005101,P01519,Welcome Bonus,2024-06-11,244.57,20,No,0
B005102,P01520,Welcome Bonus,2024-06-23,72.79,30,No,38.2
B005103,P01520,No Deposit,2024-10-03,441.78,15,No,0
B005104,P01521,Welcome Bonus,2024-10-08,11.72,30,No,37.94
B005105,P01522,Welcome Bonus,2024-01-22,86.42,25,No,56.72
B005106,P01522,Free Spins,2024-03-19,159.87,35,Yes,57.04
B005107,P01522,Free Spins,2024-06-04,97.67,25,No,0
B005108,P01522,Deposit Match,2024-09-04,263.1,35,No,0
B005109,P01522,Free Spins,2024-09-17,365.98,25,No,0
B005110,P01522,Welcome Bonus,2024-09-16,75.9,25,Yes,57.8
B005111,P01522,Free Spins,2024-03-04,144.54,40,No,0
B005112,P01523,Welcome Bonus,2024-03-01,52.97,25,No,8.83
B005113,P01523,Free Spins,2024-09-06,336.76,25,No,0
B005114,P01523,VIP Reload,2024-07-17,24.27,20,No,0
B005115,P01523,VIP Reload,2024-06-21,339.27,15,No,0
B005116,P01523,Cashback,2024-11-19,97.49,40,Yes,50.12
B005117,P01524,Welcome Bonus,2024-02-05,61.63,35,No,46.16
B005118,P01524,No Deposit,2024-05-28,345.97,25,Yes,110.4
B005119,P01524,No Deposit,2024-07-14,144.1,15,Yes,45.17
B005120,P01525,Welcome Bonus,2023-10-08,60.63,30,No,29.23
B005121,P01525,Free Spins,2024-11-06,335.64,30,No,0
B005122,P01526,Welcome Bonus,2023-08-16,33.29,20,No,36.59
B005123,P01527,Welcome Bonus,2023-09-08,87.21,25,Yes,22.08
B005124,P01527,VIP Reload,2023-10-22,301.54,30,Yes,129.37
B005125,P01527,No Deposit,2023-09-22,217.37,30,No,0
B005126,P01528,Welcome Bonus,2023-01-26,15.0,30,No,48.42
B005127,P01528,VIP Reload,2023-07-29,234.72,35,Yes,138.39
B005128,P01529,Welcome Bonus,2023-12-07,25.46,35,No,20.43
B005129,P01529,Free Spins,2024-07-31,117.84,25,Yes,39.29
B005130,P01530,Welcome Bonus,2024-08-30,58.47,20,No,6.6
B005131,P01530,No Deposit,2024-10-03,186.74,35,Yes,71.7
B005132,P01530,Cashback,2024-09-18,252.1,40,Yes,146.06
B005133,P01530,Deposit Match,2024-09-17,454.57,15,Yes,271.19
B005134,P01530,Deposit Match,2024-10-25,342.71,15,Yes,202.87
B005135,P01530,Free Spins,2024-10-07,278.13,40,Yes,92.67
B005136,P01531,Welcome Bonus,2023-08-27,57.1,25,No,46.23
B005137,P01531,Cashback,2024-11-22,96.35,20,No,0
B005138,P01531,Welcome Bonus,2024-06-15,345.37,15,No,0
B005139,P01531,Deposit Match,2024-09-23,308.2,35,Yes,196.69
B005140,P01531,Free Spins,2024-05-09,387.11,40,Yes,171.58
B005141,P01531,Welcome Bonus,2024-09-03,141.04,15,No,0
B005142,P01531,No Deposit,2024-02-23,13.92,25,No,0
B005143,P01531,Free Spins,2024-11-24,278.92,40,Yes,104.4
B005144,P01531,No Deposit,2024-10-01,87.05,35,No,0
B005145,P01531,Free Spins,2024-10-26,429.34,15,No,0
B005146,P01531,Deposit Match,2024-03-29,231.7,40,No,0
B005147,P01532,Welcome Bonus,2023-02-07,20.96,35,Yes,26.82
B005148,P01532,No Deposit,2024-09-04,182.14,20,No,0
B005149,P01532,Cashback,2024-03-23,248.1,40,Yes,154.32
B005150,P01532,No Deposit,2024-06-04,374.46,20,Yes,146.56
B005151,P01532,Cashback,2023-12-10,299.14,15,Yes,127.38
B005152,P01532,Free Spins,2024-10-06,220.73,30,No,0
B005153,P01533,Welcome Bonus,2024-07-29,99.51,25,Yes,20.83
B005154,P01533,Welcome Bonus,2024-11-30,113.7,25,No,0
B005155,P01534,Welcome Bonus,2024-07-22,26.99,35,No,36.0
B005156,P01534,VIP Reload,2024-10-22,104.42,30,No,0
B005157,P01535,Welcome Bonus,2023-06-15,81.66,30,Yes,17.35
B005158,P01535,Welcome Bonus,2024-11-06,393.62,30,No,0
B005159,P01535,VIP Reload,2024-06-06,354.78,25,Yes,183.85
B005160,P01535,Cashback,2024-12-05,395.84,35,No,0
B005161,P01536,Welcome Bonus,2024-03-10,11.07,30,Yes,47.62
B005162,P01536,Cashback,2024-11-12,188.26,35,No,0
B005163,P01537,Welcome Bonus,2024-03-21,56.17,30,No,25.01
B005164,P01537,Welcome Bonus,2024-04-06,495.9,20,Yes,256.33
B005165,P01538,Welcome Bonus,2024-10-27,78.72,30,No,12.04
B005166,P01539,Welcome Bonus,2024-04-18,56.51,20,No,42.94
B005167,P01540,Welcome Bonus,2023-06-03,37.89,25,No,8.2
B005168,P01541,Welcome Bonus,2023-12-05,67.64,30,Yes,18.84
B005169,P01541,VIP Reload,2024-04-02,379.39,35,Yes,121.23
B005170,P01542,Welcome Bonus,2023-08-20,97.37,30,Yes,51.41
B005171,P01542,Cashback,2023-09-21,222.72,35,No,0
B005172,P01542,Welcome Bonus,2024-05-28,472.49,25,No,0
B005173,P01543,Welcome Bonus,2024-08-21,30.95,20,No,9.94
B005174,P01543,Deposit Match,2024-09-06,393.77,35,Yes,294.33
B005175,P01543,Welcome Bonus,2024-11-22,11.82,40,Yes,5.98
B005176,P01543,Welcome Bonus,2024-12-14,366.39,40,No,0
B005177,P01543,Deposit Match,2024-11-29,323.99,40,Yes,147.84
B005178,P01543,Welcome Bonus,2024-12-09,78.72,35,No,0
B005179,P01543,Welcome Bonus,2024-08-31,395.54,20,Yes,249.86
B005180,P01543,Cashback,2024-12-07,252.77,40,Yes,195.01
B005181,P01543,No Deposit,2024-11-18,258.93,20,Yes,139.11
B005182,P01543,VIP Reload,2024-09-12,337.88,30,No,0
B005183,P01543,Welcome Bonus,2024-10-31,262.59,25,Yes,140.06
B005184,P01544,Welcome Bonus,2023-07-27,63.11,30,No,21.61
B005185,P01544,No Deposit,2024-01-08,46.04,15,No,0
B005186,P01545,Welcome Bonus,2023-05-10,32.75,25,Yes,6.95
B005187,P01545,Cashback,2024-11-28,225.73,30,Yes,118.94
B005188,P01545,Cashback,2024-07-01,324.06,35,No,0
B005189,P01545,Free Spins,2024-08-28,231.44,30,No,0
B005190,P01546,Welcome Bonus,2024-09-22,81.28,20,Yes,46.31
B005191,P01546,Welcome Bonus,2024-12-06,315.11,20,Yes,117.35
B005192,P01546,Free Spins,2024-11-19,466.89,15,No,0
B005193,P01546,No Deposit,2024-09-28,465.87,20,Yes,215.92
B005194,P01546,VIP Reload,2024-10-22,22.38,25,No,0
B005195,P01547,Welcome Bonus,2023-04-04,89.51,35,Yes,27.75
B005196,P01547,VIP Reload,2024-04-16,493.21,40,Yes,385.73
B005197,P01547,Deposit Match,2023-06-20,430.14,40,Yes,215.26
B005198,P01547,Welcome Bonus,2024-10-25,448.13,30,No,0
B005199,P01547,Welcome Bonus,2023-10-16,58.14,35,Yes,41.64
B005200,P01547,Free Spins,2023-06-25,336.18,15,No,0
B005201,P01547,Free Spins,2023-10-27,423.9,40,No,0
B005202,P01547,Deposit Match,2023-07-26,325.55,25,No,0
B005203,P01547,VIP Reload,2023-07-31,447.66,25,Yes,201.67
B005204,P01548,Welcome Bonus,2023-02-23,51.07,25,Yes,23.39
B005205,P01548,Deposit Match,2023-03-21,264.14,30,No,0
B005206,P01549,Welcome Bonus,2023-05-01,16.44,35,No,17.0
B005207,P01549,No Deposit,2024-08-30,10.62,40,Yes,4.54
B005208,P01549,Welcome Bonus,2023-11-01,123.7,40,Yes,48.14
B005209,P01550,Welcome Bonus,2023-11-21,13.37,30,Yes,38.93
B005210,P01550,Free Spins,2024-02-03,84.0,20,Yes,46.2
B005211,P01550,VIP Reload,2024-02-24,12.84,25,Yes,4.81
B005212,P01550,Welcome Bonus,2024-07-21,30.44,35,Yes,23.47
B005213,P01550,Cashback,2024-06-22,447.35,35,Yes,158.29
B005214,P01550,VIP Reload,2024-07-19,245.78,30,Yes,130.39
B005215,P01550,VIP Reload,2024-05-21,311.07,15,No,0
B005216,P01550,Welcome Bonus,2024-06-26,472.08,40,Yes,199.32
B005217,P01551,Welcome Bonus,2024-12-29,32.6,30,No,22.83
B005218,P01551,Cashback,2024-12-31,279.72,15,Yes,132.48
B005219,P01551,Free Spins,2024-12-31,47.28,30,No,0
B005220,P01551,Free Spins,2024-12-30,322.24,15,No,0
B005221,P01551,Welcome Bonus,2024-12-29,334.98,35,No,0
B005222,P01551,Cashback,2024-12-29,28.43,35,No,0
B005223,P01551,No Deposit,2024-12-31,376.95,15,No,0
B005224,P01551,VIP Reload,2024-12-31,106.24,35,Yes,66.11
B005225,P01551,No Deposit,2024-12-29,229.29,40,Yes,145.74
B005226,P01551,Cashback,2024-12-29,267.3,20,Yes,148.37
B005227,P01551,Deposit Match,2024-12-31,335.43,30,No,0
B005228,P01552,Welcome Bonus,2023-05-04,53.02,20,No,27.45
B005229,P01553,Welcome Bonus,2024-11-17,54.68,35,Yes,36.2
B005230,P01553,Deposit Match,2024-12-25,26.24,40,No,0
B005231,P01553,Welcome Bonus,2024-12-16,249.46,25,Yes,91.31
B005232,P01553,Deposit Match,2024-11-23,27.43,20,No,0
B005233,P01553,Free Spins,2024-12-26,103.07,40,No,0
B005234,P01553,VIP Reload,2024-12-04,246.95,40,No,0
B005235,P01554,Welcome Bonus,2023-01-11,32.11,30,Yes,25.33
B005236,P01554,Free Spins,2024-10-22,134.04,40,No,0
B005237,P01555,Welcome Bonus,2024-01-13,80.63,20,No,58.06
B005238,P01555,Welcome Bonus,2024-07-10,401.29,40,No,0
B005239,P01556,Welcome Bonus,2024-05-05,28.78,30,Yes,10.26
B005240,P01557,Welcome Bonus,2024-04-27,84.9,30,Yes,9.52
B005241,P01557,No Deposit,2024-12-09,450.05,40,No,0
B005242,P01557,Cashback,2024-05-13,398.3,35,Yes,190.53
B005243,P01557,Welcome Bonus,2024-09-06,76.41,30,Yes,36.97
B005244,P01557,Deposit Match,2024-11-17,98.46,30,Yes,33.16
B005245,P01557,VIP Reload,2024-05-14,144.42,40,Yes,51.89
B005246,P01558,Welcome Bonus,2024-07-12,11.93,30,No,23.4
B005247,P01558,Deposit Match,2024-08-29,155.32,20,No,0
B005248,P01558,Welcome Bonus,2024-07-21,110.52,30,No,0
B005249,P01559,Welcome Bonus,2023-05-15,47.11,30,No,24.38
B005250,P01559,No Deposit,2024-08-23,304.68,35,Yes,119.28
B005251,P01560,Welcome Bonus,2023-04-10,23.96,25,No,7.29
B005252,P01561,Welcome Bonus,2023-11-21,29.7,25,Yes,58.9
B005253,P01561,No Deposit,2024-04-27,270.36,30,No,0
B005254,P01561,Deposit Match,2024-10-16,156.92,15,No,0
B005255,P01562,Welcome Bonus,2024-11-14,12.39,25,Yes,6.68
B005256,P01563,Welcome Bonus,2024-03-30,15.76,20,Yes,27.69
B005257,P01563,Cashback,2024-12-03,336.26,15,Yes,248.77
B005258,P01564,Welcome Bonus,2023-01-04,72.84,25,Yes,57.83
B005259,P01564,VIP Reload,2023-07-19,468.75,15,No,0
B005260,P01564,Cashback,2023-01-16,418.53,40,Yes,230.79
B005261,P01565,Welcome Bonus,2023-03-30,24.53,30,No,29.15
B005262,P01565,VIP Reload,2024-10-10,418.05,35,No,0
B005263,P01565,Deposit Match,2023-06-05,19.0,40,Yes,8.93
B005264,P01565,Deposit Match,2024-03-14,277.97,25,No,0
B005265,P01565,VIP Reload,2024-11-04,293.31,15,No,0
B005266,P01565,Cashback,2024-01-26,263.63,40,Yes,164.15
B005267,P01565,Deposit Match,2023-04-29,52.38,20,No,0
B005268,P01566,Welcome Bonus,2023-11-22,25.2,25,No,24.43
B005269,P01566,Deposit Match,2023-12-19,155.06,30,Yes,121.93
B005270,P01567,Welcome Bonus,2023-09-10,69.44,20,No,22.27
B005271,P01568,Welcome Bonus,2023-07-02,33.49,35,No,45.7
B005272,P01568,Free Spins,2024-10-09,120.85,40,Yes,83.78
B005273,P01568,No Deposit,2024-04-28,275.21,35,No,0
B005274,P01569,Welcome Bonus,2023-07-24,85.7,30,No,6.87
B005275,P01569,VIP Reload,2024-10-27,406.36,35,Yes,169.73
B005276,P01570,Welcome Bonus,2024-01-08,80.66,30,Yes,54.81
B005277,P01571,Welcome Bonus,2024-01-30,71.14,30,Yes,22.43
B005278,P01571,Welcome Bonus,2024-11-24,475.23,30,Yes,296.72
B005279,P01571,VIP Reload,2024-07-17,53.72,40,No,0
B005280,P01571,Free Spins,2024-02-07,293.77,20,Yes,191.8
B005281,P01571,Welcome Bonus,2024-12-14,201.34,35,No,0
B005282,P01571,VIP Reload,2024-07-13,150.66,25,No,0
B005283,P01571,Cashback,2024-05-14,94.64,40,Yes,67.78
B005284,P01571,VIP Reload,2024-06-23,266.61,35,Yes,137.24
B005285,P01572,Welcome Bonus,2023-10-23,68.6,35,No,21.47
B005286,P01572,No Deposit,2024-06-22,445.17,25,Yes,227.62
B005287,P01572,Free Spins,2023-12-24,102.43,15,Yes,34.05
B005288,P01573,Welcome Bonus,2023-09-22,90.37,25,No,17.74
B005289,P01573,No Deposit,2024-05-03,307.62,35,Yes,149.1
B005290,P01573,VIP Reload,2024-04-27,220.87,25,No,0
B005291,P01573,VIP Reload,2024-08-14,369.33,25,No,0
B005292,P01573,VIP Reload,2024-05-06,48.61,15,No,0
B005293,P01574,Welcome Bonus,2023-11-27,12.27,35,No,5.43
B005294,P01575,Welcome Bonus,2023-01-09,81.36,25,Yes,28.16
B005295,P01575,Free Spins,2024-07-26,239.68,35,No,0
B005296,P01575,VIP Reload,2024-07-03,35.86,25,Yes,13.07
B005297,P01575,Cashback,2023-12-17,384.71,30,No,0
B005298,P01575,Cashback,2024-04-18,137.05,20,No,0
B005299,P01576,Welcome Bonus,2023-06-16,82.21,25,Yes,17.67
B005300,P01576,Free Spins,2023-11-08,286.65,25,No,0
B005301,P01577,Welcome Bonus,2024-02-13,18.62,25,No,40.53
B005302,P01577,No Deposit,2024-11-02,379.55,15,Yes,184.24
B005303,P01578,Welcome Bonus,2023-02-11,61.39,20,No,28.75
B005304,P01578,Free Spins,2023-09-14,288.18,15,No,0
B005305,P01579,Welcome Bonus,2024-08-14,98.1,30,No,47.1
B005306,P01579,Welcome Bonus,2024-09-03,48.21,20,No,0
B005307,P01580,Welcome Bonus,2024-12-15,75.23,20,Yes,25.2
B005308,P01580,Welcome Bonus,2024-12-30,187.62,20,Yes,118.87
B005309,P01580,Cashback,2024-12-17,165.61,25,No,0
B005310,P01580,Deposit Match,2024-12-25,70.45,15,Yes,21.64
B005311,P01580,No Deposit,2024-12-30,182.92,35,No,0
B005312,P01580,No Deposit,2024-12-27,239.92,20,Yes,102.7
B005313,P01580,VIP Reload,2024-12-26,401.59,40,No,0
B005314,P01580,VIP Reload,2024-12-31,447.32,15,Yes,319.17
B005315,P01580,Deposit Match,2024-12-19,347.3,40,Yes,258.35
B005316,P01580,Welcome Bonus,2024-12-16,168.59,40,No,0
B005317,P01581,Welcome Bonus,2023-02-25,59.16,35,No,47.3
B005318,P01582,Welcome Bonus,2024-11-05,28.89,25,No,39.49
B005319,P01582,Welcome Bonus,2024-11-23,480.29,35,No,0
B005320,P01583,Welcome Bonus,2023-07-28,75.88,35,No,58.84
B005321,P01584,Welcome Bonus,2023-04-13,41.59,25,No,25.83
B005322,P01584,No Deposit,2024-05-15,322.03,15,No,0
B005323,P01585,Welcome Bonus,2023-04-09,54.95,20,Yes,46.41
B005324,P01585,Welcome Bonus,2023-05-12,340.82,35,No,0
B005325,P01586,Welcome Bonus,2024-03-10,51.41,20,No,36.79
B005326,P01586,Free Spins,2024-07-31,121.34,35,No,0
B005327,P01586,Cashback,2024-03-22,432.09,35,No,0
B005328,P01586,Welcome Bonus,2024-05-13,10.33,30,Yes,5.32
B005329,P01587,Welcome Bonus,2023-01-28,64.75,30,No,27.3
B005330,P01587,Free Spins,2024-05-05,260.99,30,Yes,123.26
B005331,P01587,No Deposit,2023-02-20,401.18,15,No,0
B005332,P01587,Welcome Bonus,2024-01-23,42.1,30,No,0
B005333,P01587,VIP Reload,2024-09-12,387.46,35,Yes,266.87
B005334,P01587,VIP Reload,2023-12-10,256.39,30,No,0
B005335,P01587,Cashback,2023-09-10,365.92,35,Yes,220.03
B005336,P01588,Welcome Bonus,2023-01-02,80.03,30,Yes,21.93
B005337,P01588,Cashback,2024-09-24,47.72,35,Yes,19.36
B005338,P01588,No Deposit,2024-12-04,167.83,40,Yes,89.99
B005339,P01589,Welcome Bonus,2023-11-06,45.13,20,No,17.1
B005340,P01589,Cashback,2024-03-05,247.94,35,No,0
B005341,P01590,Welcome Bonus,2024-11-22,80.71,35,No,32.94
B005342,P01590,Welcome Bonus,2024-12-10,221.83,40,Yes,108.62
B005343,P01591,Welcome Bonus,2024-06-13,58.01,25,Yes,36.58
B005344,P01591,Welcome Bonus,2024-12-11,302.35,35,Yes,223.8
B005345,P01592,Welcome Bonus,2023-01-13,34.03,30,No,59.03
B005346,P01592,Deposit Match,2024-11-27,426.35,35,No,0
B005347,P01593,Welcome Bonus,2024-10-31,65.82,20,No,53.88
B005348,P01594,Welcome Bonus,2024-10-11,60.93,35,Yes,37.89
B005349,P01594,Cashback,2024-10-30,244.82,25,Yes,140.58
B005350,P01595,Welcome Bonus,2024-07-01,77.89,20,Yes,59.42
B005351,P01595,Deposit Match,2024-12-13,298.46,20,No,0
B005352,P01595,Deposit Match,2024-10-14,221.73,20,Yes,115.49
B005353,P01596,Welcome Bonus,2023-01-08,98.96,25,Yes,54.03
B005354,P01597,Welcome Bonus,2024-04-10,29.07,30,Yes,13.81
B005355,P01597,Deposit Match,2024-06-03,112.84,15,No,0
B005356,P01597,Welcome Bonus,2024-12-04,115.64,15,No,0
B005357,P01597,Cashback,2024-09-13,309.79,30,Yes,114.54
B005358,P01598,Welcome Bonus,2023-02-21,64.59,30,No,43.53
B005359,P01598,Free Spins,2023-04-22,375.46,40,Yes,119.0
B005360,P01599,Welcome Bonus,2023-01-25,75.82,20,No,52.13
B005361,P01599,Deposit Match,2024-11-09,208.89,15,Yes,95.93
B005362,P01599,Welcome Bonus,2023-06-10,339.42,20,No,0
B005363,P01599,Welcome Bonus,2024-09-26,174.7,20,No,0
B005364,P01600,Welcome Bonus,2024-10-13,13.38,35,Yes,49.79
B005365,P01600,No Deposit,2024-12-17,492.56,15,No,0
B005366,P01601,Welcome Bonus,2023-04-07,78.83,25,No,28.21
B005367,P01601,VIP Reload,2023-06-21,41.74,25,Yes,30.16
B005368,P01602,Welcome Bonus,2024-09-24,82.51,30,No,22.11
B005369,P01603,Welcome Bonus,2023-02-09,49.78,30,No,5.6
B005370,P01603,Deposit Match,2023-12-11,262.08,15,No,0
B005371,P01604,Welcome Bonus,2023-11-06,97.83,25,No,45.18
B005372,P01604,VIP Reload,2024-12-27,228.86,30,No,0
B005373,P01604,Cashback,2024-11-24,472.7,15,Yes,356.05
B005374,P01605,Welcome Bonus,2023-04-30,73.26,25,No,28.08
B005375,P01606,Welcome Bonus,2024-08-10,25.51,30,Yes,57.93
B005376,P01607,Welcome Bonus,2024-09-11,42.48,30,No,13.84
B005377,P01607,Welcome Bonus,2024-11-13,74.26,25,No,0
B005378,P01607,Welcome Bonus,2024-11-06,387.56,35,No,0
B005379,P01607,No Deposit,2024-11-30,28.71,15,No,0
B005380,P01608,Welcome Bonus,2024-02-29,65.34,35,Yes,24.23
B005381,P01609,Welcome Bonus,2024-12-27,98.55,25,Yes,49.27
B005382,P01610,Welcome Bonus,2023-12-03,97.34,20,No,7.75
B005383,P01610,No Deposit,2024-06-30,47.13,30,Yes,25.69
B005384,P01610,Welcome Bonus,2024-10-25,220.63,40,No,0
B005385,P01611,Welcome Bonus,2024-03-31,64.96,30,Yes,24.05
B005386,P01611,Welcome Bonus,2024-11-21,282.62,15,Yes,180.63
B005387,P01612,Welcome Bonus,2023-02-03,87.75,20,No,30.53
